"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CPA1",-3.85112751423049,1.11723726985228,-37.4092028638639,2.09869946792751e-203,4.29939572999631e-199,454.752244766438
"NEK2",4.57560742405146,8.24285348887575,36.5944048359951,2.68536247635477e-197,2.75061678453019e-193,440.730652522588
"MYOC",-5.89674930349224,1.75380397547493,-35.6903033456269,1.63885008722019e-190,1.11911609622643e-186,425.150690511069
"CA4",-6.59357418112572,2.13932987953607,-35.5189301634519,3.1733326939607e-189,1.62522233921197e-185,422.195657771199
"GPAM",-3.65254044989381,9.13937931731244,-34.9600140097852,5.0111580909656e-185,2.05317169303043e-181,412.555507564873
"HSD17B13",-4.76734796808455,2.21993094218981,-34.7708601193798,1.32146596419834e-183,4.51192529042788e-180,409.292383857908
"LOC572558",-3.08935056410082,0.912409398399713,-34.6177270751681,1.86892593375168e-182,5.46954523983385e-179,406.650545810083
"MMP11",5.81986672637794,11.758568546392,34.3094991046898,3.86747528500977e-180,9.90363733608876e-177,401.332931080327
"COL10A1",6.7792773713678,9.91135698921579,34.1870418447735,3.2171570232433e-179,7.32296430868469e-176,399.220312953919
"FIGF",-6.1462503292871,3.62835462167655,-33.6599499418389,2.93160918382754e-175,6.0056945739891e-172,390.128067237945
"PKMYT1",4.53673028317957,7.82134034324794,33.4585974092469,9.53578572109275e-174,1.77591005711187e-170,386.655552400623
"MESTIT1",-3.3143368586639,1.54526210886313,-33.3323316673357,8.46311716370209e-173,1.44479515179668e-169,384.478293088712
"LRRC3B",-3.76853218312877,1.42832807986951,-33.2944195554048,1.63005419378555e-172,2.56871463183775e-169,383.824609905281
"LYVE1",-5.01247832812676,5.61306459664256,-32.9063362296748,1.33498949557425e-169,1.95347105759529e-166,377.134908398272
"KIF4A",4.3088053903985,8.33029305071789,32.8369364170095,4.42884601041399e-169,6.04862262462274e-166,375.938969828115
"GLYAT",-5.94785020929335,2.17352472635445,-32.0726026835313,2.38835606647072e-163,3.05799139860745e-160,362.776957191852
"AQP7P3",-3.27549565027299,0.899687762504211,-32.0349359154811,4.57441862244652e-163,5.51244352349644e-160,362.128849526436
"ADRA1A",-3.80468924348162,1.5792504991702,-31.9415057929855,2.29245125100257e-162,2.6090642404466e-159,360.521502332416
"KIAA0101",3.54819878209876,7.83565848295887,31.7411725849511,7.25481258151931e-161,7.82221529184235e-158,357.076255355349
"UHRF1",3.68929067469045,8.09648509901558,31.17312650865,1.28917102215633e-156,1.32049787799473e-153,347.317528592161
"CAV1",-3.37210184027855,10.6048313655393,-31.1647273779832,1.4896745852063e-156,1.45321302631125e-153,347.173361907727
"IQGAP3",4.00196347583614,8.74234784268069,30.9634399780197,4.7547486017293e-155,4.42753544795575e-152,343.719570381947
"LHCGR",-2.91431296470816,0.682762858965358,-30.9339571344384,7.89476214999184e-155,7.0318303219449e-152,343.213887672356
"APOB",-5.07360617825652,2.27970167927706,-30.8699841116574,2.37183140962767e-154,2.02455576073468e-151,342.116818120938
"TNS1",-2.85057405075398,11.607585344645,-30.8399931749447,3.97206034418004e-154,3.25486512843489e-151,341.60259154812
"SNAP47",-2.58630503556509,6.8446953539836,-30.7251216712594,2.86084949881973e-153,2.25412933972388e-150,339.633517654313
"AQP7P1",-5.28219128274009,2.47146580178928,-30.7142578076113,3.4480326177876e-153,2.6161628225184e-150,339.447337778878
"SPC25",3.20975812036678,6.58719851485799,30.5167957099951,1.02477847921818e-151,7.49771854473702e-149,336.064675313849
"GLRA4",-2.67870635071603,0.734186676743525,-30.5100203170932,1.15120824056363e-151,8.13229379868502e-149,335.948654604621
"MYOM1",-3.89170281520274,5.24671254951434,-30.4648998297915,2.49793340822343e-151,1.70575546002884e-148,335.176099408497
"ANGPT4",-2.97531401117963,1.3011016995665,-30.3870727096168,9.50012870911593e-151,6.27805279790158e-148,333.843873099953
"CDC25C",3.80938247747991,6.1010537005859,30.2358932717192,1.27095668800955e-149,8.13650584705116e-147,331.257257775346
"ADH4",-3.37252813929713,1.02620184737299,-30.1975499193052,2.45302332667541e-149,1.52280714758401e-146,330.601486086311
"TRPM3",-2.46475267924299,0.905358334703315,-29.8939537530662,4.45727537681359e-147,2.6856395108648e-144,325.413182204707
"TRHDE-AS1",-5.39562342136432,2.20584331496646,-29.8447418016502,1.03515490236643e-146,6.01307891179316e-144,324.572865182527
"PPP1R12B",-2.24527681425976,9.92307008120383,-29.843539801185,1.05667695413723e-146,6.01307891179316e-144,324.552342948025
"NAALAD2",-3.13063894001802,3.83106976272623,-29.6344015527693,3.78517960133518e-145,2.09576187332304e-142,320.983485745425
"FAM13A",-2.57039201416328,8.67260078009786,-29.5520386900322,1.54771631382567e-144,8.34382010658757e-142,319.57902908761
"PAFAH1B3",2.52387923394364,9.89564133575117,29.538023807587,1.96669178881478e-144,1.0330678970682e-141,319.340105942704
"ASF1B",3.01286800273872,8.58218321822459,29.5317914439655,2.18777295172281e-144,1.12046791722484e-141,319.233863356575
"FHL1",-4.32530412211749,9.36572935330315,-29.4405833937112,1.03970924000033e-143,5.19499597332849e-141,317.679445665916
"PAMR1",-4.10000767680983,6.56056998174087,-29.3322779554621,6.61124779208279e-143,3.22471481591924e-140,315.834629674014
"NUF2",3.88928596749321,7.58687485543885,29.326997171459,7.23506355678339e-143,3.44691888428522e-140,315.744707452946
"AQPEP",-4.58428941192707,2.97794382867943,-29.2967234944924,1.21313924647043e-142,5.64826604618027e-140,315.229251796618
"ANGPTL7",-5.22525661506665,2.04124397747864,-29.1635138077106,1.17804731708444e-141,5.36299496395376e-139,312.962186907173
"HEPACAM",-5.16521753087263,2.26742338388123,-29.1361367892992,1.87918262796082e-141,8.36889898182724e-139,312.496475553341
"NKAPL",-2.69718580941736,2.9222797737361,-29.1280023893593,2.15884616456826e-141,9.40981330369052e-139,312.358115107485
"HEPN1",-4.93378823842475,2.16076892938473,-28.9534091703195,4.23420838826541e-140,1.80712485504178e-137,309.389988676308
"HPSE2",-4.17194872707823,1.77083214823559,-28.8327492505686,3.30565902668523e-139,1.38203532287089e-136,307.340548324517
"GPR146",-2.72368346560454,6.62055845378688,-28.774494254064,8.9108138544328e-139,3.65093865243821e-136,306.351614569982
"UBE2C",4.1972391927649,8.59254255375135,28.7626962411741,1.08922375989501e-138,4.37526234219787e-136,306.151375752341
"SDPR",-4.6893501694595,7.12853510307408,-28.6569952538076,6.57764308766247e-138,2.59133839026641e-135,304.358056188175
"SIK2",-2.22919388148579,9.24756037208881,-28.6011751865515,1.69931989681898e-137,6.5683523407988e-135,303.41150271929
"SLC2A4",-4.35892498011523,4.47792044167131,-28.5543128582151,3.76891660591921e-137,1.42981528868261e-134,302.61711196543
"NPR1",-3.50413372333522,7.40627355463285,-28.4762583017455,1.41966495374549e-136,5.28786477135092e-134,301.294505905935
"KIF20A",3.76362478468176,8.46233291325218,28.4642113026348,1.74202720372776e-136,6.37270880277981e-134,301.09043485098
"ADAMTS5",-3.53175840922351,7.98328433613008,-28.4522498405416,2.13444985699583e-136,7.67128767902043e-134,300.887828999636
"NUSAP1",3.11546452938669,9.22922138726334,28.4391349536416,2.66696220586668e-136,9.41989443954909e-134,300.665704836512
"HMMR",3.37211372441756,7.59236242481553,28.4345077961244,2.88498235724161e-136,1.00172455204155e-133,300.587340278674
"CAV2",-2.97711539906578,9.14392423275319,-28.4068072675583,4.61762293936866e-136,1.57661039226511e-133,300.118261047584
"B3GALT1",-3.04546598020893,1.34129639999309,-28.3779217866539,7.54034969697179e-136,2.53232137528138e-133,299.629209457238
"UBE2T",3.12494939258652,8.22197827028624,28.3460322552292,1.29558215150684e-135,4.28085418641437e-133,299.089408778261
"ITIH5",-4.24741920705331,8.31216331767806,-28.3390555999844,1.4584331043874e-135,4.74245405975878e-133,298.9713291825
"PYCR1",2.51314782214816,10.8959394721708,28.2428099904169,7.4647388925552e-135,2.38941626488884e-132,297.3429563468
"HJURP",3.56637468764673,7.53652662277058,28.225296644467,1.00461650438587e-134,3.16624210905369e-132,297.046766527156
"SLC22A12",-2.25842306924495,0.434552336995424,-28.1944205143199,1.69575955677372e-134,5.26353489091915e-132,296.524670966369
"PDE2A",-3.40082339157638,7.16557457902037,-28.1442986818706,3.96591370711537e-134,1.21262251050695e-131,295.677385812143
"DLGAP5",3.71371854982562,7.69175331203599,28.0986676848037,8.59306114196476e-134,2.58878603756309e-131,294.906279657967
"WDR62",3.14737990323732,7.28443599661999,28.0773831236578,1.23238459825477e-133,3.65893201157207e-131,294.546684085005
"KCNIP2",-5.04260743392875,5.54009995662636,-28.0637688080975,1.55202672034762e-133,4.54211705614877e-131,294.316703798805
"ACVR1C",-4.92073113984068,4.89653125242759,-28.0487235154849,2.00247706128316e-133,5.77785141935871e-131,294.062577127186
"SPTBN1",-1.89351596329437,12.5709105443572,-28.0062458919452,4.11106187348091e-133,1.16971129916847e-130,293.345247633536
"HSD17B6",2.93377127821755,6.11799482238373,27.9701381937073,7.57563088575621e-133,2.12595033322742e-130,292.735664441344
"PBK",3.62453730345191,7.47380654757739,27.9546114874687,9.8525779288356e-133,2.72756637094765e-130,292.473586984507
"TROAP",3.79462931060272,7.26828858979619,27.9484149610064,1.09419466987241e-132,2.98875626760083e-130,292.36900337018
"LOC729467",-1.72449748766724,0.336715268056062,-27.9042423302021,2.31049209850752e-132,6.22799225395066e-130,291.623607276221
"CD300LG",-6.45534477611903,4.46000606450593,-27.9014226823794,2.42337994352799e-132,6.44744954845642e-130,291.576035166385
"TPX2",3.41787367408094,9.91079886855245,27.7952426305198,1.45964301821092e-131,3.8336213937268e-129,289.785339865067
"DPP6",-3.95649496045667,1.9049342243727,-27.756716052728,2.79926725401852e-131,7.25896062858524e-129,289.135959003065
"ADH1A",-5.10901993173198,2.34145447899611,-27.6853289157176,9.35033983295835e-131,2.39438827272481e-128,287.933211823293
"EPB42",-3.40041659275065,1.05044858598118,-27.6793153309265,1.03499230155171e-130,2.61763608513436e-128,287.831924106882
"DTL",3.07093672861488,8.63434973718248,27.5389675951539,1.10610499821962e-129,2.76337402360086e-127,285.469393434271
"BTNL9",-4.34385615745031,6.52388741799033,-27.5342086832458,1.19856830619852e-129,2.95829762900999e-127,285.389331131035
"GSN",-2.37767295954807,13.0573162300159,-27.5280004176781,1.33090173583419e-129,3.24581582860704e-127,285.284890016412
"HIF3A",-4.98378667455045,3.35393670617631,-27.4940873743818,2.35809183629795e-129,5.68327874804703e-127,284.714466360813
"ABCA10",-4.5485243060498,4.08593331839451,-27.492942730844,2.40405333511067e-129,5.72667867710201e-127,284.695215981062
"SORBS1",-3.38568714950208,9.92506930295258,-27.4738349429496,3.31801461012634e-129,7.81297095437337e-127,284.37389160461
"KLB",-4.14055854475423,4.86372542608789,-27.46830772954,3.64210368798766e-129,8.47865183546763e-127,284.280953052733
"RYR3",-3.60114224709789,3.75025176113539,-27.385850394807,1.46198826774116e-128,3.3652013093197e-126,282.894956310391
"BUB1",3.51565123453637,8.26993118645708,27.3602903095288,2.24885654399411e-128,5.11889724002927e-126,282.465517426405
"PYGM",-3.53299769669109,3.66428323910349,-27.3348759679748,3.45043542243653e-128,7.76765055648734e-126,282.03861789293
"TK1",3.03539000791352,9.67394446719104,27.2669781333702,1.08235440189042e-127,2.41012089968773e-125,280.898545020853
"ARHGAP20",-3.45763604960483,5.46963618919803,-27.2653635985271,1.11217248844409e-127,2.44988877400706e-125,280.871443316277
"MELK",3.8217738670206,7.7785802590171,27.2348305837366,1.85928463083892e-127,4.05205371780492e-125,280.358983824922
"CDK1",3.03795525990659,9.26431388275418,27.1901212186676,3.94487897775414e-127,8.50682007771278e-125,279.608832605472
"KLHL33",-2.07742213953938,0.899041805303777,-27.1727464289561,5.28391951932704e-127,1.12756640909306e-124,279.31738930744
"KIF18B",3.70972462393458,7.00029395606626,27.1600878712846,6.53754642024549e-127,1.38070284500154e-124,279.105083212418
"PAPPA2",-3.3986907217794,1.7706117538658,-27.1552967345,7.08609227327088e-127,1.48128251336967e-124,279.024733553218
"EBF1",-3.03641040448571,7.59599759021292,-27.0964811580704,1.90479203787408e-126,3.94157269574629e-124,278.038640675209
"LPL",-4.71341931371495,9.10347081067697,-27.0871385895483,2.22865037564356e-126,4.5656131595434e-124,277.8820511973
"CCDC64",2.99114577572124,8.25886661023972,27.0693760814945,3.00386756187259e-126,6.09279513589325e-124,277.584371695299
"CAT",-1.8334290491947,10.7512516898467,-27.0532084541906,3.941503537131e-126,7.91623935898684e-124,277.313461022568
"C16orf59",2.87279672493426,6.59720592016864,27.0475874070619,4.3318843214323e-126,8.6158235154235e-124,277.219281750847
"PPAPDC1A",4.89669938800112,5.92156642861324,27.0435937088358,4.6325095103017e-126,9.12515286808083e-124,277.152371153687
"PLK1",3.47855784640042,8.48832254291413,27.0426162030708,4.70921370972372e-126,9.18790019594288e-124,277.135994338533
"SCARA5",-6.3923696487992,4.58879418773369,-26.9909914676422,1.12079311350181e-125,2.16609129464133e-123,276.271291949383
"RRM2",3.5311142290685,9.34904764738851,26.9887850725031,1.16309766306605e-125,2.2268428715487e-123,276.234344191309
"CEP55",3.39728992297649,8.10162039518481,26.9697549441006,1.60097810491432e-125,3.03681828308099e-123,275.915700517016
"SPRY2",-2.87697867126684,7.79964362633418,-26.9567355572941,1.99209584297642e-125,3.7440436182766e-123,275.69773299874
"ZWINT",2.53133133488243,9.20856178706416,26.9518843972248,2.16111259377086e-125,4.02477750872635e-123,275.616522529518
"BUB1B",3.20444445943739,8.08954217246223,26.9417923045116,2.5600498487082e-125,4.72479109915642e-123,275.447587983495
"TNXB",-4.48982437399777,8.70102887326225,-26.9216543190962,3.58949847467756e-125,6.56557729930755e-123,275.110538156556
"GABRD",3.25072001656423,5.46054536961289,26.9190277362666,3.75125788257975e-125,6.80073176836538e-123,275.06658150981
"AOC3",-3.64327995925656,9.44860506875722,-26.8783188571704,7.42702204604459e-125,1.33464889153745e-122,274.385440057381
"TNMD",-5.0085182581637,2.62536001845653,-26.8703534708353,8.48875832254552e-125,1.51218002604928e-122,274.252192604653
"RDH5",-4.14506348397261,5.18236184482316,-26.8590462546773,1.0261534814752e-124,1.81222243288801e-122,274.063058616812
"CRHBP",-3.35882658713796,2.88025976711728,-26.8399603093398,1.41327247125737e-124,2.47455554240842e-122,273.743855441658
"ANGPTL8",-3.47703056703677,1.33456742126824,-26.8286967691862,1.70707725722799e-124,2.9636597196248e-122,273.555504404586
"HSPB6",-4.69400377468836,7.79436520288878,-26.80737482463,2.44066463044849e-124,4.20163492599728e-122,273.199008258548
"TSLP",-3.95936459650102,2.91679679251317,-26.7728071349209,4.35659085462667e-124,7.4374266873235e-122,272.621196572027
"ABCB5",-4.24163631846676,2.43854763732135,-26.7013461769359,1.44244075410704e-123,2.44213564368899e-121,271.427289326413
"SLC7A14",-2.27384826321409,0.814189913220998,-26.694562956901,1.61597564675602e-123,2.71351451634785e-121,271.314002736343
"ASPM",3.73519305815272,8.5115409893009,26.6786753563677,2.10852535958191e-123,3.51180898507276e-121,271.048692172657
"MAP1LC3C",-3.75973405924707,2.61181348377007,-26.6473759827601,3.56086780713634e-123,5.8828982174996e-121,270.526133504249
"MASP1",-4.30381270981224,2.82300161421628,-26.6070349217394,6.99480234833102e-123,1.14636416726327e-120,269.852848456106
"MYH1",-3.38665536380669,1.17171529142939,-26.5951203718267,8.53797799711733e-123,1.38816680356306e-120,269.654046348486
"CENPM",3.02160864793881,6.80353477643112,26.5875046444077,9.69820063418183e-123,1.5643884896996e-120,269.526984809093
"ASPA",-3.6053751551857,3.08889827988593,-26.57909577171,1.11631212730262e-122,1.78662267499386e-120,269.386701140742
"LOC286367",-2.6844285123915,4.98090144058662,-26.5777493660003,1.14174065994536e-122,1.81315497361556e-120,269.36424035545
"C13orf36",-2.66351208433224,0.887492908067804,-26.5484391413842,1.86414225854301e-122,2.93760140834708e-120,268.87535834184
"GYS2",-2.95663313556645,0.957666221499721,-26.5132716061791,3.35628904905539e-122,5.24862118007242e-120,268.288961598686
"PALMD",-2.93780569795854,8.86702531589009,-26.5090878782852,3.59944101892394e-122,5.58622338739968e-120,268.219213857975
"CCNB2",3.30584241813966,8.21694057340583,26.5026804597669,4.00639120915574e-122,6.1710473917868e-120,268.112400041311
"CEP68",-1.30753485976586,9.52476143855258,-26.497471039714,4.37091104390205e-122,6.68227489890877e-120,268.025562172308
"CDKN3",2.93745126793197,6.91837346729023,26.4663145509258,7.35728365205507e-122,1.1164541696e-119,267.506294590834
"CKS2",2.4698121407424,8.95439085600017,26.4528014745577,9.22102405222019e-122,1.38898454951311e-119,267.281129024598
"NIPSNAP3B",-2.66389342935792,4.82300969987753,-26.4507206218919,9.54725077780598e-122,1.42762758711046e-119,267.246458865262
"TOP2A",3.67564465673038,10.7933573225865,26.4494282808198,9.75563893518969e-122,1.44821753062533e-119,267.224926861039
"HSPB7",-4.40772232087756,5.70158535343179,-26.4019343800287,2.1567258446234e-121,3.17861047862985e-119,266.433809786721
"POC1A",2.04446018676438,7.59270393627476,26.3512527807964,5.02667692460788e-121,7.35546453410835e-119,265.590005098538
"AOC4P",-2.17802477478339,1.30661343106547,-26.3473640752445,5.36376651079018e-121,7.79305820851401e-119,265.525279132622
"LEPR",-3.1950476966226,7.65042442709368,-26.3339025171987,6.71495498661687e-121,9.6875047785798e-119,265.301236276765
"TMEM220",-2.61184137351068,5.74299058695178,-26.329346928055,7.24536649124281e-121,1.03796208349371e-118,265.225423725217
"CARMN",-3.81276742558068,7.24335478895592,-26.3219394196959,8.19868264173467e-121,1.166376476379e-118,265.102157912487
"KIFC1",3.11425342432241,8.75811698605443,26.2599767955836,2.3048549342439e-120,3.25636263330487e-118,264.071419448331
"LRRTM2",-2.92683087935622,3.20499721425715,-26.2142726318954,4.93828112574212e-120,6.92915254396938e-118,263.31155302093
"NDC80",3.33526969471806,7.54250469186686,26.1730782840712,9.81118939980198e-120,1.36729269417921e-117,262.626970105422
"DMD",-3.79265571201674,7.76560545405092,-26.160942249595,1.20097162638337e-119,1.66237194176282e-117,262.425344320744
"CLEC3B",-3.65442794011608,7.44683461632359,-26.1369457147201,1.79113788547088e-119,2.46263427662795e-117,262.026744847471
"CENPF",3.13514299591139,10.5306385390408,26.1283631135244,2.06636501281792e-119,2.82210357683919e-117,261.884205809059
"KIF2C",3.44234002357782,8.34209651088295,26.1095503384578,2.82657630555087e-119,3.83478425135862e-117,261.571809463871
"C3orf50",-1.24567665680023,0.340075580550761,-26.0892547505322,3.9628561897498e-119,5.34099157257989e-117,261.234858857735
"PPAP2B",-2.08036062735961,10.2656968207316,-26.0691387039652,5.53894643369999e-119,7.36962272124414e-117,260.900959558283
"KIAA0408",-5.52834580416026,2.46858329936739,-26.0691274090234,5.53998779201209e-119,7.36962272124414e-117,260.900772097217
"PRRG3",-2.69190539927016,1.35832427513892,-26.0436903655653,8.45959145291532e-119,1.11808510002854e-116,260.478652346776
"CFL2",-1.87298925921739,8.37891461908802,-26.0183167289192,1.29027678688033e-118,1.69439809333529e-116,260.057697481559
"C12orf39",-4.08059436998303,1.2244872195796,-25.9952219629851,1.89455916712349e-118,2.47209803170011e-116,259.674647844016
"LRRC2",-3.38229978885704,3.44011040146379,-25.9772102441059,2.55615843526742e-118,3.31426972815749e-116,259.37597077398
"IGFBP6",-3.2908889025468,7.3428318798449,-25.9745049144099,2.67376577956226e-118,3.44495382139073e-116,259.331114928932
"EXO1",3.57720625666535,7.28169293742378,25.9036988075894,8.67410949637681e-118,1.11061129464235e-115,258.157572460608
"SLC17A7",-3.24872883539122,3.66916641537087,-25.8993004670326,9.33170055305132e-118,1.18738644428453e-115,258.084703682465
"KLHL29",-3.13586194217867,6.18147540730468,-25.8036496659125,4.56824589804588e-117,5.7768571276153e-115,256.500884375582
"FRMD1",-3.60411912382289,1.82343894167817,-25.7536364876727,1.04745484255999e-116,1.31645152789472e-114,255.673408115435
"GLP2R",-2.23552825732853,0.583999655553438,-25.7519794276695,1.07664467663101e-116,1.34488675886969e-114,255.645999593482
"ATOH8",-3.82830296016971,5.27047359443477,-25.6213175040282,9.38948970045479e-116,1.16577627880919e-113,253.486383744631
"NCAPG",2.98971262394839,8.2614896436974,25.5977090310406,1.38816507910579e-115,1.71312950666032e-113,253.096514398632
"PTTG1",3.07062087286226,8.14925089533811,25.5685276784485,2.25039904288929e-115,2.76057932889999e-113,252.614759010372
"C1QTNF9",-3.1660775668534,2.4085998709927,-25.562527054251,2.48540035080762e-115,3.03070902301458e-113,252.515714444127
"LEP",-7.25358625305335,4.53847649856142,-25.556307636866,2.75488148535812e-115,3.33943799461813e-113,252.413065694138
"KLHL31",-3.21420859143641,5.20824657591216,-25.5478189617419,3.17041651355589e-115,3.82053839392388e-113,252.272975606049
"CCNB1",2.3510475529135,9.58180866997206,25.4912924883511,8.07712441997039e-115,9.67648952441599e-113,251.340456843017
"PPARG",-3.23139071035316,7.30777377297006,-25.4751329970846,1.05514891559494e-114,1.25673143516732e-112,251.073984792168
"C7orf41",-2.44617268147021,9.75673167408726,-25.4730365814434,1.09236699896816e-114,1.29353932606137e-112,251.03941828077
"ACACB",-3.46717158363199,8.87757677309165,-25.4489392362859,1.62701181564762e-114,1.91557264685961e-112,250.642152217693
"OIP5",2.67486613236591,5.88378024032099,25.409281478084,3.13352901382239e-114,3.66819859298089e-112,249.988601220453
"FOXM1",3.43841557605356,9.27950610332535,25.3735412290454,5.65518029675676e-114,6.58250133859995e-112,249.399869364312
"SH3D19",-1.99033824578716,10.1940225410735,-25.344779063682,9.09323154641616e-114,1.052451646666e-111,248.926263664896
"LDB2",-2.29797717064522,7.96631614698965,-25.3137527488935,1.51757287233498e-113,1.74657291363227e-111,248.415556243939
"NEIL3",3.39628839926043,5.25438785430575,25.2960835118424,2.03135585995583e-113,2.32482436575728e-111,248.124796457133
"SKA3",3.04280738973283,7.00401709545107,25.2610948600983,3.61804109756972e-113,4.11773277360073e-111,247.549214042818
"BIRC5",3.79843520200514,7.91344244329688,25.2535766920492,4.09568197732226e-113,4.63558789985767e-111,247.42556749122
"H2AFY",1.089012144868,12.1394383653018,25.2163245533363,7.5699403778563e-113,8.52075816377825e-111,246.8130697349
"STAB2",-3.97083385548166,2.27663139792897,-25.2018138647818,9.61551884675603e-113,1.07641267264833e-110,246.574560078407
"PALM2-AKAP2",-2.1539569348646,9.81905630930533,-25.1943533402502,1.08736329289166e-112,1.21063719664014e-110,246.451949008632
"CD34",-2.1054444860541,10.3302037103997,-25.1704806699404,1.6114670839015e-112,1.78446025301655e-110,246.0596845683
"KCNJ16",-4.7800284025871,2.43826921369386,-25.1573133992197,2.00185701786112e-112,2.20324993876281e-110,245.843374820671
"CKAP2L",3.26063184613846,6.79192781346771,25.1570317334884,2.01116732670431e-112,2.20324993876281e-110,245.838748040932
"DST",-2.73302014979859,11.7604135676947,-25.1011398606308,5.04876158169345e-112,5.50153881715809e-110,244.920955306972
"NACC1",1.36840768903446,10.8834113593542,25.0502114648857,1.16730816608492e-111,1.26526323229712e-109,244.085215167026
"SLC35A2",1.24315892871656,9.97451364156447,25.0352103085197,1.49403206830737e-111,1.61088110270235e-109,243.83914488569
"ANLN",3.32953299250123,9.01630663273316,25.034248477335,1.5178573523328e-111,1.62800134659108e-109,243.823369124749
"PAQR4",2.49863690043484,9.77771038170658,25.0244315624893,1.78383814935979e-111,1.90331814207212e-109,243.662364838902
"NPY2R",-5.3537427607391,1.8699791708104,-25.0179275568393,1.98522793422987e-111,2.10722173371156e-109,243.555705399615
"MRAP",-5.48029019906733,2.2703685669985,-24.9885151021886,3.21990038523475e-111,3.40014841710923e-109,243.073477268382
"C18orf34",-3.50581631836661,2.8588391317347,-24.9739086693727,4.09371250984885e-111,4.3007074090648e-109,242.83406516889
"FXYD1",-4.94553619220414,4.321271680407,-24.9188649700405,1.01135117575354e-110,1.05706837686158e-108,241.932245405263
"MKI67",3.20039505235947,10.349282726253,24.8612164854679,2.60605122448164e-110,2.71002869973254e-108,240.988421655062
"ALDH1L1",-5.41086053652215,4.26655091417687,-24.8208741429769,5.05217650610986e-110,5.2272165608165e-108,240.328346816205
"EPR1",3.74175206674224,7.88008448608062,24.8095417399836,6.08430753046873e-110,6.2634735713157e-108,240.142989219604
"LMOD1",-3.06815323780049,8.78524574117693,-24.7873827021027,8.75063439404459e-110,8.96327480981987e-108,239.78062458726
"CDCA8",2.78515601882748,8.24660626814824,24.7789852791442,1.00424278649036e-109,1.02352824497719e-107,239.643329353655
"GTSE1",3.0082009005949,7.23606719610904,24.750157640354,1.61092433634271e-109,1.63373247298598e-107,239.172119822542
"ADCYAP1R1",-3.29490819677839,1.76729508915706,-24.7434053526679,1.79943675072215e-109,1.8159242007534e-107,239.061774004124
"KIF14",3.62306253359865,6.99329717325053,24.7017780398529,3.55908941459916e-109,3.57409341899404e-107,238.381714766971
"C14orf139",-2.86814763063649,6.54744999764979,-24.666166233102,6.37691163123375e-109,6.37255666719291e-107,237.800223251856
"RAG1AP1",1.78591598964258,10.5939081597568,24.6621673766714,6.80836703745643e-109,6.77068966647244e-107,237.734944414613
"AQP7",-5.89432712499482,4.41581699254329,-24.6305347211996,1.14262625508845e-108,1.1308135971856e-106,237.218682081128
"KIF23",2.64556992721806,8.57417486595105,24.6183715850346,1.39425181418048e-108,1.37320397429333e-106,237.020230341819
"MME",-4.2248610591056,8.67403204481426,-24.6141971909773,1.4928056086262e-108,1.46323520087638e-106,236.952128967877
"ACSM5",-3.58418154713447,4.34191626369422,-24.5740267467287,2.87978067965819e-108,2.80929461921322e-106,236.29697801585
"CDC20",3.4460285518164,8.71735564708474,24.559160179297,3.67221118440205e-108,3.5653515793204e-106,236.054603762971
"TPM3",1.15403166368434,13.2938566371748,24.5374072953443,5.24032735286098e-108,5.06383708258066e-106,235.700046451937
"ABCA9",-4.39665948189578,5.85309693502309,-24.5302571766947,5.88992365798513e-108,5.66483455668936e-106,235.583526885461
"C14orf180",-5.39077704751084,2.72398061633094,-24.49703619876,1.01355491449122e-107,9.70265699919024e-106,235.042298775459
"LIFR",-3.00009422290758,9.27871581091674,-24.4965229569528,1.02208837839834e-107,9.73883838133413e-106,235.033939061562
"LMNB1",2.37316517313809,9.85262305741694,24.488324453734,1.16855429264207e-107,1.10828718699377e-105,234.900409181401
"DCT",-2.74482529785078,0.991225989731405,-24.4544298091014,2.03250036331929e-107,1.91879273930687e-105,234.348520490458
"TACC3",2.28873018202886,9.38007170323874,24.4515935765495,2.12882664529593e-107,2.00051113098772e-105,234.302351088591
"CDCA5",2.87789565557767,8.49994673951378,24.4473011923118,2.28335277106485e-107,2.13592533643993e-105,234.232481208193
"FAM180B",-3.42536149564413,1.86761197570413,-24.3793795784826,6.91667458758425e-107,6.44068161823868e-105,233.127421215602
"KIF11",2.45156590413954,9.16652822236415,24.3776767402265,7.11145954836812e-107,6.5920977514873e-105,233.099729837348
"CDC45",3.43804713880094,6.85256892006446,24.3698199833699,8.08361149436764e-107,7.45949842673944e-105,232.971972456371
"ATP1A2",-5.31558335964499,5.04950319668173,-24.3682874643223,8.28817741719081e-107,7.61397320935296e-105,232.947054032266
"COL25A1",-3.17723097569368,2.94269625576434,-24.3632760298271,8.99392856189783e-107,8.22542948745709e-105,232.865572868175
"ACSS2",-1.53184345555053,9.79783417325015,-24.362161746966,9.15883688866295e-107,8.3390192222733e-105,232.847456450154
"AURKA",2.82211007695246,8.36163972740975,24.3253553181973,1.6688626029503e-106,1.51275749044424e-104,232.24920034782
"CAPN11",-3.25273535772879,3.59887563686424,-24.2546142733497,5.28297696543875e-106,4.76771216361137e-104,231.100222952029
"COL11A1",5.92152311034809,10.0765591503984,24.2529225687504,5.43051098418261e-106,4.87936175534934e-104,231.072760109064
"PRR19",1.9207243738031,5.7769884365027,24.2470115331622,5.97909147653495e-106,5.34880646237096e-104,230.976806468335
