"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"COLEC12",-1.08612469535066,8.98288810721399,-7.71256625067826,2.58593056511559e-14,7.80541823441255e-14,21.1246839197812
"KLK11",-2.59997692095099,4.23653360238122,-7.70868407306237,2.66196603247043e-14,8.02310374300267e-14,21.0961862183136
"HIST3H2A",1.46304489698497,5.48181365183844,7.70462369833645,2.74384725049045e-14,8.26381281586995e-14,21.0663943297053
"C9orf98",1.00581535630493,6.02471042686614,7.70432016493949,2.75006697308104e-14,8.28132765111542e-14,21.0641678072311
"TNNI3",1.75237311108867,2.28822986456997,7.70111055797696,2.81669082044986e-14,8.4757238759894e-14,21.0406290890988
"SCUBE3",1.62384077940673,5.82958284533697,7.69099258356781,3.03729152542503e-14,9.12880783301895e-14,20.9664836878102
"TMEM151A",1.26461828953308,1.75039534134616,7.69024152523058,3.0543289811588e-14,9.17866855039156e-14,20.9609833858372
"ADRA1B",-1.12440760131207,3.84080953977082,-7.68317729131756,3.21925416869332e-14,9.65870546277847e-14,20.9092729686748
"HEPACAM2",-2.03075907039127,4.04929713832284,-7.68012547819166,3.2931873573973e-14,9.87474183308565e-14,20.8869469133901
"HAS1",-1.48862911971668,2.8850930115557,-7.67546274340097,3.40938688575223e-14,1.02142000206961e-13,20.8528514037974
"CCL7",1.44703493484048,1.75549512092071,7.67402709218287,3.44597074992743e-14,1.03192744895503e-13,20.8423572085584
"SCG3",-1.47379644742002,1.74315782022326,-7.66642728446545,3.64616670448862e-14,1.09139934407005e-13,20.7868344396322
"ERBB2",1.10936615438765,12.8675240528909,7.66515512199504,3.68077924569089e-14,1.10159888425454e-13,20.7775451297784
"SLCO4A1",-1.25595263988279,5.00531956867243,-7.66380902862209,3.71775555387835e-14,1.11242815192209e-13,20.7677174987253
"C4orf39",-1.00811224805235,3.68578009442413,-7.66377872386224,3.71859220168039e-14,1.11242815192209e-13,20.7674962661035
"SCGB1B2P",-1.35217879284145,2.90736538073581,-7.66138363671547,3.7853049386369e-14,1.13188960696126e-13,20.7500140147971
"HLA-DPB2",1.00426932241851,2.70066687110622,7.6606384201248,3.80630155123368e-14,1.13783589053806e-13,20.7445755302528
"COL13A1",1.02844964118727,4.80094488663298,7.657907510562,3.8842301270522e-14,1.16096204235179e-13,20.7246498389646
"GVIN1",-1.15604254704135,6.10104242209203,-7.65586787521668,3.94345541401955e-14,1.17814828075841e-13,20.7097721316384
"TRIM9",-1.22415936869152,5.32280859852239,-7.65472629028574,3.97699100025819e-14,1.18782093062093e-13,20.7014466392134
"GPR115",1.40468922162846,2.13823192574765,7.65375198907539,4.00583437481495e-14,1.19626126825742e-13,20.6943420243422
"BAI2",1.3347762916526,8.34055622639216,7.65328855562902,4.01962612249421e-14,1.20020493726011e-13,20.690962950363
"GDF15",1.53682572136688,7.35127721541417,7.64751733342822,4.19534365071251e-14,1.25194187951196e-13,20.6488982556098
"SLITRK5",-1.65013755850286,3.76294745822274,-7.64345516379883,4.32353865967906e-14,1.2894455231065e-13,20.6193075791157
"TMPRSS5",-1.1551366550316,2.46117567813852,-7.63939847385066,4.45540771760582e-14,1.32838717075932e-13,20.5897710450975
"HOXB9",1.16713691975666,4.30676893730453,7.63632608955168,4.55790807963987e-14,1.35776217710488e-13,20.567410647868
"FMO3",-1.21722725585331,5.36383053093634,-7.63594643362776,4.57073416614532e-14,1.36118709300266e-13,20.5646481296411
"EFHB",-1.09254165511543,2.62064841589014,-7.63559289642759,4.58270981988042e-14,1.36455513619288e-13,20.5620757729917
"MIRLET7BHG",-1.0083605477196,5.24460906008175,-7.6229767365208,5.03089266466981e-14,1.4962669443732e-13,20.4703505886668
"SNX32",-1.07360093619991,1.80664464734028,-7.62228025588855,5.05685401038628e-14,1.50376994130895e-13,20.465290867082
"ACCN3",1.1412745182662,4.0208138944586,7.61398255904919,5.37648243474507e-14,1.59626984287228e-13,20.405042868403
"CCDC144B",-1.36550109171608,4.26228902413477,-7.60938024660883,5.56225429682683e-14,1.65094670421319e-13,20.3716520242531
"FAM65B",-1.11125299030005,6.70991842234801,-7.60487985243778,5.75001791833678e-14,1.70519494897289e-13,20.3390183380335
"ATP2A3",1.043429446608,10.2547928367659,7.6018224162077,5.88112414566791e-14,1.74230960590243e-13,20.3168579609739
"KLRC1",-1.14271927518982,2.470622785186,-7.60121426566806,5.90755100883777e-14,1.74988562705394e-13,20.3124510344598
"TNS4",-1.75723878926732,8.23948768898626,-7.5884685767421,6.48909781934307e-14,1.91688043153659e-13,20.220163807255
"ATP6V0D2",1.34536185894255,3.90120310241383,7.57997744970362,6.90742875814936e-14,2.03663767327933e-13,20.1587604710097
"CD164L2",-1.3498626272201,3.67269624156183,-7.57822722901123,6.99690000926881e-14,2.06183103552763e-13,20.1461115615295
"IL20RA",-1.54879322851204,7.76230714382214,-7.57461439164395,7.18521104377221e-14,2.11519231847561e-13,20.1200098425493
"CA11",-1.13399618690699,6.62034441752732,-7.5732190445321,7.25926811632139e-14,2.13607248823556e-13,20.1099318840371
"NAT1",1.98454650474618,9.44893898480986,7.57183905814871,7.3332486995698e-14,2.15722189631515e-13,20.0999665277486
"PRTG",-1.16940121574736,5.61048665571888,-7.55894190183705,8.06153256913481e-14,2.36840034721491e-13,20.0069114867401
"CLGN",1.78613720065305,7.07472012511944,7.55534595877301,8.27698059844179e-14,2.42995449325994e-13,19.980991879587
"PYDC1",2.17075967915109,3.21817146845414,7.55515783731866,8.28840640549383e-14,2.43296021812504e-13,19.9796362060388
"SUSD4",1.31089436584739,8.42557988146222,7.53732558611041,9.44498105418534e-14,2.7665124660572e-13,19.8512696276333
"PCDHGB2",-1.21343740539289,5.09681781958498,-7.5327101355785,9.7693384482164e-14,2.85988378751302e-13,19.818089940248
"SLFN13",-1.2398787931785,7.55922925927642,-7.52973224254752,9.98440624335523e-14,2.92200780430536e-13,19.7966921822117
"C16orf79",1.00095759964872,4.0249730592192,7.52195920134174,1.05679838441311e-13,3.08574283111275e-13,19.7408749660504
"CXCL13",2.22011346444473,6.71442716721913,7.51785708036542,1.08893597994041e-13,3.17686449516652e-13,19.7114392954975
"HPGD",-1.70757902794972,6.05795285625639,-7.51290900684361,1.12898267637881e-13,3.29088490442462e-13,19.6759527406863
"LIF",-1.08932913300553,6.79932248305119,-7.50961434920708,1.15644773644863e-13,3.3699841150621e-13,19.6523359283666
"IGFBPL1",1.17827075948746,1.79273542463577,7.50725762317477,1.17649626662354e-13,3.42645756583024e-13,19.6354481926253
"NRG3",-1.22561069476208,2.54679979017147,-7.49837338026497,1.25519573243204e-13,3.65047413040924e-13,19.5718291911494
"RCOR2",1.320915863252,5.51123192653185,7.49387075090612,1.29703671887054e-13,3.77001904409505e-13,19.5396125765595
"RLTPR",1.44552228096727,4.97974818216623,7.48833197096751,1.35039215480596e-13,3.91954288514521e-13,19.500006393623
"PRKG1",-1.19022860581608,5.87100734227116,-7.48398757153053,1.39374798144718e-13,4.04252033808962e-13,19.4689595272962
"BRSK1",1.11022129669348,6.26377663171944,7.48344986004561,1.39920852918142e-13,4.05778396500716e-13,19.4651179603732
"HMP19",1.55010990418992,2.14064619450315,7.48292157343558,1.40459386262961e-13,4.07282517619678e-13,19.4613439722001
"FAM171A2",1.02769734945995,5.27837718140428,7.47801685237152,1.45557597989357e-13,4.2176703711598e-13,19.426317073228
"KLRB1",-1.29459695637537,4.73284503084051,-7.46652556365027,1.58225969789615e-13,4.58086096256368e-13,19.3443343190056
"COL12A1",1.04290456970841,12.8772593748204,7.46631021687335,1.58473442048261e-13,4.58737732626914e-13,19.3427990579904
"HTRA4",1.02942604831152,2.73761224136647,7.46405956879949,1.61082736965281e-13,4.6615919613939e-13,19.3267560384376
"PRPH2",-1.00796299522243,4.00004639653412,-7.46353513940792,1.61696781124904e-13,4.67870092955478e-13,19.3230184453412
"GPR37L1",1.21084680156552,3.07613869993794,7.46318854808918,1.62103861387412e-13,4.68981740486164e-13,19.3205484303201
"DIO3",-1.34940227625166,3.50540432410694,-7.46072139569004,1.65030870331203e-13,4.77247658047012e-13,19.3029690598899
"STOX1",-1.02864054479171,6.81010668907162,-7.46031140263813,1.65522295038556e-13,4.78533691244689e-13,19.3000482212375
"SGCD",-1.05190480148966,8.12086663882957,-7.45960394696123,1.66373650966369e-13,4.80859285228136e-13,19.295008567724
"CCR4",1.27342153466625,4.4316422508139,7.45713235214885,1.6938193316967e-13,4.89346817503013e-13,19.277405254532
"PHYHD1",-1.59003866712764,7.68055953982129,-7.44241665677146,1.88432957748936e-13,5.4309249475077e-13,19.172706437924
"PANX2",1.19565898674298,5.87896922492643,7.43971612824117,1.92151130240204e-13,5.53332591242736e-13,19.1535132587343
"APLP1",1.33936508681821,6.55332886875971,7.43730444475887,1.95532554978002e-13,5.62832643147303e-13,19.1363783232647
"IGFALS",1.66870164373749,4.62821716420042,7.43593251627642,1.97482186922289e-13,5.68205067596913e-13,19.1266330738637
"KIF19",-1.29861248811471,3.11338824307011,-7.43392957178191,2.00362930961094e-13,5.7616998928537e-13,19.1124084572093
"RNF212",-1.50633626935644,4.28432950037594,-7.42739953349216,2.10044841373836e-13,6.03418681865713e-13,19.0660573457487
"GATA3",1.47618411688279,12.5242078174489,7.4269528228899,2.10723732892775e-13,6.05199269878227e-13,19.0628878893169
"KCNH1",1.62597543527033,5.24241845310383,7.4196869834149,2.220739505373e-13,6.36815082685767e-13,19.0113604344386
"GPC2",1.22627762503919,4.37054222139698,7.41689767292982,2.26589151779817e-13,6.49399183458496e-13,18.9915915810963
"CXorf30",1.09405500248706,1.32674189799583,7.41590211519771,2.28222479572202e-13,6.53805861630001e-13,18.9845373443242
"PCSK4",1.2078857273338,5.59046103782693,7.4033679409804,2.49803962247985e-13,7.14932099834061e-13,18.8957976624693
"TUBA3C",1.33713356098845,1.65778650445097,7.398509299209,2.58698938471266e-13,7.39872463147054e-13,18.8614361849627
"DNAJC22",1.36401303804278,6.31776971985466,7.39283501439419,2.69482012567679e-13,7.70066747030474e-13,18.8213323371038
"NKX6-1",1.25867194895435,2.74466042620175,7.39102324857413,2.73017187013418e-13,7.79951205293107e-13,18.8085333270032
"MT1E",-1.15655405675621,8.68890229979725,-7.38783213135526,2.79355040006206e-13,7.97612174155699e-13,18.7859970095113
"SLC6A15",-1.75696880976565,2.23454969300176,-7.38507243847623,2.84952555260478e-13,8.1257489519295e-13,18.7665146595264
"PNCK",1.58526579144386,3.64187003221298,7.38409357931918,2.8696436830623e-13,8.18084059159675e-13,18.7596058934952
"LAG3",1.21903400757955,5.61370499056014,7.37936987577827,2.96870864148831e-13,8.45737244187588e-13,18.7262778481961
"HHIPL2",1.65298374720445,3.62655137888941,7.37584368510176,3.04484448023908e-13,8.67065388131468e-13,18.7014115327757
"ASPN",1.38640639912862,10.0926951172848,7.37484334988594,3.06679068154678e-13,8.72950867058042e-13,18.6943592523264
"RANBP3L",-1.61098429646108,4.73104698183114,-7.37112372117019,3.14976809356091e-13,8.96072061723216e-13,18.6681438375813
"EGF",-1.6492093571474,6.44945754445699,-7.36919818413451,3.19358621642379e-13,9.08411652730599e-13,18.6545776689617
"VWDE",-1.70059916608996,4.05552749593105,-7.36063342726949,3.39586280774017e-13,9.64609615631796e-13,18.5942747847366
"HP",-1.78794794035473,3.69906198955055,-7.35871964125588,3.44275505879018e-13,9.77522940185387e-13,18.580808920752
"KMO",1.37835386704945,6.7239117174757,7.35637912682326,3.50096932008982e-13,9.93363677165652e-13,18.564344838487
"B3GNT4",1.03398377165156,2.58386923614317,7.35516445517844,3.53156156030585e-13,1.00190513951566e-12,18.5558022543669
"LINC00689",-1.27720693759981,3.13807503523817,-7.34912262693538,3.68767745019007e-13,1.04532669495771e-12,18.5133302212098
"PRR18",-1.01457251430922,1.27036497227664,-7.34004982608409,3.93493819228686e-13,1.11372124629993e-12,18.4496113495052
"PNLIPRP3",-1.30099264054587,0.744119935719259,-7.33985247049909,3.94049396840034e-13,1.1151396523919e-12,18.4482261074714
"SPEG",-1.05750197393924,7.69379150723627,-7.32837093729484,4.2773394427495e-13,1.20746280590004e-12,18.3676956244607
"CACNG1",1.59942515711729,3.42264080950634,7.32710468670007,4.31617883255049e-13,1.21809119112315e-12,18.358821305461
"LTA",1.13496566302927,3.47143399263012,7.32509429105938,4.37855658120863e-13,1.2351846615621e-12,18.344734641378
"NPNT",1.26632966310267,10.9970030042048,7.31296196014534,4.77424915160684e-13,1.34458713389906e-12,18.2597994770956
"DHRS9",-1.17079275249045,4.40588987249346,-7.30903484761903,4.90970836437038e-13,1.38216690329108e-12,18.2323343995362
"SPDEF",1.7794211153838,10.8025500827589,7.30652295037068,4.99832598559669e-13,1.40672765683382e-12,18.2147739973249
"BTC",-1.05606347565947,3.59871679823767,-7.30186102147547,5.16698165387557e-13,1.45359497612325e-12,18.1821975837056
"KCNMA1",-1.15375300196037,8.90194861281242,-7.29919497986251,5.26593315315355e-13,1.48102562569335e-12,18.1635764858535
"RORB",-1.14527804995515,2.61038896243161,-7.29634059070885,5.37394042136611e-13,1.50995122030045e-12,18.14364675898
"HSPB8",-1.42872949502593,8.94397056956502,-7.28928425155267,5.65037905865872e-13,1.58610119752922e-12,18.0944090542825
"DOK7",1.75501920022718,5.82465912566403,7.28508142293122,5.82162168627859e-13,1.63260426920059e-12,18.06510327623
"UGT2B7",-1.28378811282057,1.38749661782999,-7.28133801190824,5.97843421921157e-13,1.67589221968758e-12,18.0390139772655
"CDC20B",2.13233814116162,2.50404951988364,7.27433632776318,6.2829611148223e-13,1.76005389577806e-12,17.9902494313273
"STEAP2",-1.1207895797186,8.84282443313088,-7.25911908855289,6.99835414100431e-13,1.95778073102027e-12,17.8844141712007
"B4GALNT3",1.29093755003274,7.56549933359824,7.25624881418142,7.1419958608604e-13,1.99714615350241e-12,17.8644742751549
"RSAD2",1.07290687689394,8.79169779205308,7.25588476966098,7.16042013467155e-13,2.00202493351824e-12,17.8619457610778
"C6orf155",-1.27049915300129,5.13594413575145,-7.25463800724407,7.22387335550815e-13,2.01838883743781e-12,17.853287105896
"HMCN1",-1.14087687199548,9.06323583885608,-7.25403264534827,7.25488187715537e-13,2.02677635531713e-12,17.849083412135
"FABP6",1.49389154759637,1.67200157437434,7.24379592214909,7.79948913533783e-13,2.1765472609526e-12,17.7780472184092
"GJB7",-1.00735027753115,1.06659197535993,-7.22299054417264,9.03309458835339e-13,2.51566035531549e-12,17.6339545859775
"PDCD1",1.23322257184426,4.21720398242793,7.22095593098576,9.16355852655192e-13,2.55095339006581e-12,17.6198837658689
"UCP1",-1.24033500307808,1.05368120687326,-7.2130043463527,9.69142760919239e-13,2.69168364970059e-12,17.5649276525109
"NOSTRIN",-1.19978190380876,8.2885251556526,-7.21153581147462,9.79213438289923e-13,2.71899939307259e-12,17.5547841774465
"UGT2B11",-2.73502159520377,3.78801685425927,-7.20828514028151,1.00187250848086e-12,2.78032514342167e-12,17.5323378496843
"LRRN2",1.0567237408524,8.59159369506351,7.20329061653371,1.03769478307053e-12,2.87584081790895e-12,17.4978680574832
"AQP5",-2.28732122901711,4.60731822387786,-7.19500744306339,1.09989786054976e-12,3.04452203367415e-12,17.4407498751021
"FAM176B",1.01979647099972,8.21780138257305,7.19398683120539,1.1078113116218e-12,3.0660122304626e-12,17.4337162232
"DLX4",1.10830021009299,4.02581386840701,7.19285081074162,1.11668539557222e-12,3.08973757613351e-12,17.4258882968659
"VSNL1",-1.29791174980793,5.7638635499328,-7.18142172807899,1.20994181956706e-12,3.33964808887778e-12,17.3471974925762
"FRZB",-1.0648362947365,8.15490285987253,-7.17451508785619,1.2699625735001e-12,3.50201282551126e-12,17.299699959397
"ASS1",-1.20806265772977,10.3216097134218,-7.16195448093102,1.38670614731844e-12,3.82034186847304e-12,17.2134270919439
"POPDC3",-1.26157832899776,2.23003600480421,-7.14886451885316,1.51958418353733e-12,4.17935899296314e-12,17.1236659508296
"FAT3",-1.19299265825732,4.4355393434412,-7.14806616101494,1.5280812783817e-12,4.2019158481782e-12,17.1181962878404
"C4orf19",-1.38895957473019,6.33513416984989,-7.1463396306676,1.54661704255094e-12,4.25060326451552e-12,17.1063695005921
"IL19",1.2788353829553,1.39378061937882,7.14625107468205,1.54757369758386e-12,4.25266194080523e-12,17.1057629600066
"TLX1",1.71769577342225,2.00480059043717,7.13932179797563,1.62425964658956e-12,4.45980205334857e-12,17.0583241214475
"LINC00908",-1.27953671543746,2.90972904007775,-7.1336582698847,1.68969944691399e-12,4.63617958777844e-12,17.0195821621444
"C2orf54",2.03639574535947,5.58040332991731,7.13289175664481,1.69875284330965e-12,4.65996930209446e-12,17.0143409166531
"CYP2A6",-2.36626313105154,3.35801545211961,-7.1306830700358,1.72510724312182e-12,4.72973059188885e-12,16.9992413053853
"NCRNA00160",1.11903691185418,2.40281398941344,7.12930002454029,1.74181400025781e-12,4.77361894438549e-12,16.9897883479784
"DHDH",1.02095377066608,3.09812866955314,7.11933556236383,1.86696964771062e-12,5.11115063517303e-12,16.9217321648564
"BMP4",-1.1752544195355,7.31673191930042,-7.11914913425877,1.8693934499516e-12,5.11641873289359e-12,16.9204597144994
"PAX1",1.32424218363539,2.24261944323161,7.11554352814266,1.91688349294366e-12,5.24359396934755e-12,16.8958559541349
"BRSK2",1.54338382776565,3.00929434576939,7.11138209055241,1.97316865912395e-12,5.39444293393733e-12,16.8674735714309
"HOXC10",1.70649471143375,8.21904183786732,7.10968448705232,1.99659277297858e-12,5.4550812946438e-12,16.8558997338014
"SOX11",1.64789255940206,5.93669255236486,7.10917936330597,2.00361521345007e-12,5.47207855789071e-12,16.8524564160379
"LY6D",-2.01681836376059,2.89493446856269,-7.10740884257377,2.02842179022696e-12,5.53908941543447e-12,16.8403889393109
"IL20",1.94948553602155,3.91634172079677,7.10006216618008,2.13461776424961e-12,5.82209819177441e-12,16.7903451284513
"AKR7L",1.04928251837212,4.8150013135033,7.09310939295775,2.24013964428834e-12,6.10421664709908e-12,16.7430282972592
"FAM181B",-1.32665876647671,2.70021802244225,-7.09034167607507,2.28355603591531e-12,6.21838747198737e-12,16.724204562433
"NR4A2",-1.03132384744302,8.4260288119992,-7.07825916702035,2.48297011193308e-12,6.74348743378775e-12,16.642108361618
"CD1C",-1.33568923799797,4.48114539061224,-7.07526809341517,2.53491880892162e-12,6.88274973089043e-12,16.6218049959439
"ZNF835",-1.02103275225618,3.60904469916541,-7.06834937230716,2.6592066732122e-12,7.21543151091723e-12,16.5748710510707
"KLHDC9",1.11358975579273,6.98459984590907,7.06468006955978,2.72753049391514e-12,7.39885986471738e-12,16.5499970477045
"ZNF703",1.16059895106451,8.94142474329582,7.0524891902356,2.96713910085367e-12,8.04031899736617e-12,16.4674410463115
"C4orf7",-2.61741256230428,4.61951254255186,-7.05162519012947,2.98488416244626e-12,8.08626513513278e-12,16.4615950598981
"GPAT2",-1.30964429467426,5.16055418109669,-7.05117774164836,2.99411488890182e-12,8.11019934074344e-12,16.4585677987242
"TYRP1",1.50760953226575,2.3835635740371,7.0510627999106,2.99649062315952e-12,8.11556146298862e-12,16.4577901764756
"ABCC13",1.91949586794658,2.3954727006991,7.04741983609534,3.07275360007585e-12,8.31880933674558e-12,16.4331502568394
"LGALS9B",1.18268383303207,1.35802236843289,7.04733078485657,3.07464148985263e-12,8.32282050226229e-12,16.4325480875423
"PLA2G4F",1.31550139630059,5.64104791412145,7.04004271066132,3.23307171333202e-12,8.74128376921205e-12,16.3832894703312
"ZNF214",-1.09243303792662,5.18992915527724,-7.03618989355926,3.32003606579376e-12,8.97049048323016e-12,16.3572680115185
"LTB",1.43254929594749,6.07281504229209,7.03435225925389,3.36231935383093e-12,9.07874974068544e-12,16.3448614702042
"EPPK1",1.09483523874961,9.3200679837937,7.0315998564606,3.42664186513374e-12,9.24146725238676e-12,16.3262845715919
"MYB",1.25262171817657,10.114283287985,7.02888400934248,3.49129366529898e-12,9.4108739509625e-12,16.3079609587302
"DUSP13",1.28721959376471,1.90072979872017,7.0170003667754,3.78855830800225e-12,1.01933813367132e-11,16.2278595729005
"STAT4",-1.03601974059126,5.49438238036769,-7.01626679266995,3.80770133434894e-12,1.02421966301828e-11,16.2229190250333
"SOX15",-1.12916764713353,4.00563087430601,-7.01225860982828,3.91398592198699e-12,1.05184199918438e-11,16.1959327154668
"ABCA13",-1.60227045750058,2.34448152954703,-7.01105136379285,3.94656520628359e-12,1.06004110155927e-11,16.1878073471391
"NXPH4",1.29955073240843,5.50136319621226,7.00283230507011,4.17555356296348e-12,1.11993179223448e-11,16.1325232253793
"C6orf15",-1.49572433088215,2.32526994169229,-7.00169826104297,4.20815559653517e-12,1.12852828316036e-11,16.1248999571591
"NPTX1",-1.29810955679938,3.68136343128328,-7.0000837136021,4.25500286175875e-12,1.14094225950248e-11,16.1140486120079
"TGFA",-1.06806868249783,7.02201836748641,-6.99988646835832,4.2607610491751e-12,1.14233674719803e-11,16.1127230881765
"CD177",1.70106457592529,3.39022582786695,6.97866979663045,4.92693715880934e-12,1.31763222130986e-11,15.9703441370046
"CYP4A11",-1.01491898250122,1.62831089068753,-6.97569114798522,5.02829521488977e-12,1.34424710651484e-11,15.9503871693385
"FSTL4",1.32093098935332,5.19702031711921,6.97497363874811,5.0530149867017e-12,1.35067934521883e-11,15.9455810257671
"C17orf93",1.18075245575823,1.14818511776328,6.97355241595995,5.10233185311266e-12,1.36368389227483e-11,15.9360624924042
"INSM1",1.90710471940937,3.21496770779372,6.97207850975281,5.15397580299266e-12,1.37712727664155e-11,15.9261930042379
"C5orf49",1.14885652959274,4.96064153614149,6.97169473551348,5.16750676637649e-12,1.38056264496595e-11,15.9236235122022
"SLC16A6",1.48629539932619,7.25109306917998,6.97138979684918,5.17828302681834e-12,1.38308091378619e-11,15.921581942661
"FAM196A",1.82774480489934,4.95446034769559,6.96740363266943,5.32119543758129e-12,1.42051094258914e-11,15.8949020765567
"C11orf70",-1.06089517786512,4.41403678196287,-6.96249143885285,5.50264024944206e-12,1.46741848672312e-11,15.8620435337645
"EYA1",-1.40581899070998,3.20226283168233,-6.9528289830844,5.87744254142254e-12,1.56451777421495e-11,15.797471990554
"GUCY1B2",1.30718632803131,2.2778460890045,6.94771084605706,6.08600803845466e-12,1.61919429449068e-11,15.7633023850665
"EPHA6",-1.07129263381236,1.72891669095373,-6.9418412576461,6.33414477119305e-12,1.68324412741809e-11,15.7241445224344
"TCN1",-2.29801610036013,5.03639144274689,-6.93414585002349,6.67455705712115e-12,1.77140790092219e-11,15.6728522973241
"MESP1",-1.38191680336218,5.18751850732617,-6.92253716578788,7.22230201137385e-12,1.91405018117729e-11,15.5955762114208
"TUBA3D",1.83429023836834,4.06563007772274,6.92103826744362,7.29616540614432e-12,1.93287526846337e-11,15.5856071320205
"KIF5A",-1.34628235238232,2.92647366316413,-6.91576557111808,7.56193277432571e-12,2.00069423756731e-11,15.5505545882673
"RARRES1",-1.44012736107006,8.39987310099653,-6.90874572929041,7.93055095646578e-12,2.09659655302824e-11,15.5039254002925
"MIR205HG",-1.76003742716216,6.69596796197023,-6.90812340519848,7.96406785933517e-12,2.10518573117858e-11,15.4997937316966
"WNT6",-1.4437341538122,3.1014687394976,-6.90614169781876,8.0717264805373e-12,2.13281811789355e-11,15.486639277663
"AKR1B15",-1.58408657763793,2.38933984677539,-6.89776433468248,8.54283027682372e-12,2.25265054770254e-11,15.4310693445659
"CCL20",1.24265504241648,2.90616352021527,6.89728876134653,8.57036867080701e-12,2.25962126885653e-11,15.4279165709057
"KLK13",-1.45692118211048,2.21286809354074,-6.88585926751577,9.25903033616941e-12,2.43711288021028e-11,15.3522060815757
"PROM1",-2.24874807750996,8.08762805144967,-6.86756569365611,1.04758015143167e-11,2.75172803977808e-11,15.2312683948047
"SLC44A4",1.93756932174786,9.7605479931543,6.86279867188925,1.0817813990057e-11,2.83974548180815e-11,15.1998027289014
"DLX5",1.12488506311585,3.96776447618584,6.85317451143856,1.15420144016551e-11,3.02597526276308e-11,15.1363380952948
"SPON1",-1.10505945107422,9.54220548139138,-6.84798905600506,1.19517073554756e-11,3.13178148994978e-11,15.102177754177
"NPAS1",1.04497840441075,3.82820798672814,6.84544696946365,1.21577293461345e-11,3.18332366289508e-11,15.0854399245485
"CELF3",1.20536869186642,1.3409194244901,6.84240400653433,1.24089280539211e-11,3.24826603772845e-11,15.0654117350759
"ORM1",2.03701714302669,3.2116734843726,6.82988361768846,1.34971459307234e-11,3.52591853528181e-11,14.9830916083163
"IL24",1.08372838378508,2.84038012501191,6.82798317189758,1.36703047062323e-11,3.57054170797097e-11,14.970608581441
"ERP27",1.21210749219011,7.54083955452139,6.82797069849869,1.36714483829563e-11,3.57054170797097e-11,14.9705266608693
"PRSS50",-1.24903653509194,2.67561730808585,-6.82535620111798,1.39132523629312e-11,3.63230391113812e-11,14.953358684672
"EYA4",-1.25132120126283,2.84919096248301,-6.82283038852078,1.41508350812833e-11,3.69338778793692e-11,14.9367788281855
"C1orf194",1.06789105212885,1.7112356943858,6.81132228701287,1.52846365148148e-11,3.98372854506991e-11,14.8613095765099
"FOXA1",1.81352616367768,11.4530917725372,6.80273682542016,1.61880524973469e-11,4.21329492390609e-11,14.8050835438391
"KCND3",-1.48347195411192,4.88369287811399,-6.80183947305171,1.62854464939285e-11,4.23810539728937e-11,14.7992105870683
"PCDHAC1",-1.02635489700456,3.25828543100122,-6.79817517802434,1.66891481179813e-11,4.34261257900374e-11,14.7752360932048
"PPP2R2C",2.03754017216292,6.659389177387,6.79539965454295,1.70014475047599e-11,4.42106694062593e-11,14.7570845495391
"CD24",1.24316100494033,13.8338025183005,6.79277947295279,1.73015220614912e-11,4.49624484272115e-11,14.7399552155643
"SNORD116-28",-1.0754272930502,4.20352402522402,-6.78694233180607,1.79888096064062e-11,4.67070663620833e-11,14.7018171189752
"MS4A8B",1.62225331125613,2.40971996043924,6.77945814430837,1.8909297801761e-11,4.90163070690719e-11,14.6529621306586
"TGM1",-1.01744851446223,3.91240220949398,-6.77144892749575,1.99455167000121e-11,5.16762179229097e-11,14.6007351590382
"LGI1",-1.144885862703,1.10755178719437,-6.7657811933132,2.07122283115289e-11,5.35948855867098e-11,14.5638112074532
"CGA",2.15339890960252,2.33265567145074,6.76318349040862,2.10732217678835e-11,5.4508336002129e-11,14.5468973551541
"CALML3",-2.05891427690231,5.61429813687334,-6.75001434150387,2.30003259434546e-11,5.93058121180127e-11,14.4612445325502
"CLIC3",1.21973304145936,5.30518967396366,6.7497681716419,2.30379458513792e-11,5.93953383729366e-11,14.4596449035824
"CYP2B6",1.15535411445444,1.68820552731536,6.74773233375462,2.33513851943009e-11,6.01624349875582e-11,14.4464179585264
"CXCR5",1.21769850860707,3.85940642287563,6.74022814613194,2.45432509919474e-11,6.3172891044231e-11,14.3976947892324
"SLC7A4",-1.86808257322831,3.84817032694316,-6.73886579569284,2.47659338948656e-11,6.37300492111816e-11,14.3888547120439
"CHRM1",-1.59333504317738,4.60203794519217,-6.73880043634822,2.47766668384349e-11,6.37496604938681e-11,14.3884306471899
"PEBP4",-1.50455683253621,2.59822833154416,-6.73753216794572,2.49858395877174e-11,6.42717114256629e-11,14.3802026158314
"LTF",-2.29585756791146,11.2206850294345,-6.72507896418511,2.7133861624424e-11,6.9674641418645e-11,14.2994873233225
"RIMS4",1.85835608783111,7.17627134908545,6.72339096511996,2.74386077512699e-11,7.0439513583022e-11,14.2885572298253
"TMEM171",1.00853399842633,2.22321612841361,6.70327276634322,3.13392459324797e-11,8.02018478666808e-11,14.1584841731673
"QPRT",1.04221690105335,7.69585653966527,6.69092568114597,3.39970179170473e-11,8.68949356267786e-11,14.0788338254157
"C9orf68",-1.06432931005049,5.03331916984886,-6.68846416189782,3.45526811120688e-11,8.82601278381348e-11,14.0629709897764
