"","p.value","HR","Low 95%CI","High 95%CI"
"PLCG2",0.0122980743307824,0.82046522330426,0.702713161662876,0.957948732678863
"PLCL2",0.003875453581208,0.802699516847874,0.691480528359783,0.931807170154417
"PLIN2",0.257186475700407,0.910669527587689,0.774575259005254,1.07067580436514
"PLTP",0.333482189763074,0.928771426398563,0.799600781176831,1.07880880409452
"PM20D1",0.031726391873751,0.837986623872549,0.713163019665451,0.984657872640017
"PMCH",0.0490938640990973,0.841646339798824,0.708853512660851,0.999315865188742
"PPARGC1B",0.92543796716095,1.00674156751008,0.874594221003932,1.15885579782272
"PPM1F",0.138191176871436,0.838687876479877,0.664659289987832,1.05828258891439
"PPP1R16B",0.000350008784347116,0.818488993923512,0.733373214504581,0.913483366891821
"PPP2R2B",3.59286808794222e-05,0.777694474240275,0.690268839627996,0.876192956341192
"PRDM8",0.00734861825932544,0.827561983511895,0.720608671352616,0.950389391330292
"PTGDR",0.0206035115001809,0.848979786290008,0.739100869504215,0.975193924494385
"PTGDS",0.00389799737617491,0.89028314089668,0.82272531632198,0.963388454494411
"PTGER4",0.00405107577521321,0.816283298414463,0.710759847908938,0.937473360700818
